wav_filename,wav_filesize,transcript
common_voice_ar_19398214.wav,121388,الكل يوافقك الرأي
common_voice_ar_19398213.wav,139052,أحب أن أرقص
common_voice_ar_19398212.wav,139820,إنها تمطر مجدداً
common_voice_ar_19398216.wav,156716,تعلم الطاعة قبل أن تعطي الأوامر
common_voice_ar_19398218.wav,116780,شهدنا ثلاثة حروب
common_voice_ar_19398224.wav,135212,عليك أن تعمل بجهد أكبر
common_voice_ar_19398220.wav,151340,أولادي يحبون الحيوانات كثيراً
common_voice_ar_19398226.wav,148268,سأذهب إلى لندن في الصيف
common_voice_ar_19398227.wav,110636,الكل ضحك عليه
common_voice_ar_19398395.wav,103724,ربحت الجائزة الكبرى
common_voice_ar_19398230.wav,129836,بإمكانك القدوم معي
common_voice_ar_19398400.wav,88364,هل تمزحُ معي ؟
common_voice_ar_19398424.wav,115244,إن غداً لناظره قريب
common_voice_ar_19398435.wav,141356,لم أذهب إلى المدرسة الشهر الفائت
common_voice_ar_19398404.wav,210476,أعتقد أنه من الأفضل لك أن تستريح إنك تبدو مريضاً
common_voice_ar_19398450.wav,103724,تفضل بالدخول
common_voice_ar_19398460.wav,102188,خربشني قط
common_voice_ar_19398440.wav,158252,لا يمكنني إعطائك جواباً نهائياً اليوم
common_voice_ar_19398461.wav,127532,اشترت البيض بالدزينة
common_voice_ar_19398464.wav,107564,كنّا كلّنا متعبون
common_voice_ar_19398471.wav,92972,افتقدتك
common_voice_ar_19398472.wav,158252,مرحباً بك في تتويبا
common_voice_ar_19398473.wav,109100,أحس بالخطر فهرب
common_voice_ar_19398474.wav,124460,إننا في عجلة من أمرنا
common_voice_ar_19398480.wav,88364,أين الأحذية ؟
common_voice_ar_19398490.wav,109100,ابحث عن وظيفة جيّدة
common_voice_ar_19398494.wav,110636,لا تتركني وحدي
common_voice_ar_19398496.wav,206636,اضحك يضحك العالم معك وابك تبك وحدك
common_voice_ar_19398481.wav,123692,هل أنهيت كل واجباتك ؟
common_voice_ar_19398504.wav,153644,تشرب كايت الكثير من الحليب كل يوم
common_voice_ar_19398511.wav,100652,ضميري مرتاح
common_voice_ar_19398515.wav,204332,الصبر صبران صبر على ما تكره وصبر على ما تحب
common_voice_ar_19398497.wav,186668,وكما لم يكن من قبل ، كان على استعداد للإطاعة
common_voice_ar_19398518.wav,88364,لمحتها
common_voice_ar_19398517.wav,99884,ما عمرها برأيك ؟
common_voice_ar_19398516.wav,147500,خذ مظلة معك في حال أمطرت
common_voice_ar_19398520.wav,116780,عشت هنا لعشر سنين
common_voice_ar_19398527.wav,114476,ادرس بجد و ستنجح
common_voice_ar_19398521.wav,178220,ما اسم تلك السمكة بالإنجليزية ؟
common_voice_ar_19398523.wav,154412,لا تحمل هماً
common_voice_ar_19398528.wav,159020,أبريل هو موسم الضرائب في الولايات المتحدة
common_voice_ar_19398529.wav,92972,عليك البدء في الحال
common_voice_ar_19398533.wav,145964,و لكنني أعيش في طوكيو الآن
common_voice_ar_19398535.wav,96044,لا تبكي من فضلك
common_voice_ar_19398534.wav,118316,لا تتكلم باليابانية
common_voice_ar_19398540.wav,151340,اعتقل لقيادته و هو سكران
common_voice_ar_19398549.wav,131372,لا ينكسر البلاستيك بسهولة
common_voice_ar_19398545.wav,86828,لا تلمسني
common_voice_ar_19398551.wav,131372,هل أنت صينية أم يابانية ؟
common_voice_ar_19398553.wav,98348,تبدو مشغولاً
common_voice_ar_19398554.wav,148268,انظر ، هناك قرد بثلاث رؤوس
common_voice_ar_19398564.wav,208172,أوقية من الحماية يستحق رطل من العلاج
common_voice_ar_19398563.wav,239660,في الجزء العلوي من كومة المدخنة ، يمكنك رؤية وعاء المدخنة
common_voice_ar_19398567.wav,98348,هذه مكاتبنا
common_voice_ar_19398573.wav,112940,اليابان بلد صناعي
common_voice_ar_19398575.wav,109100,هل عندك سيارة ؟
common_voice_ar_19398580.wav,147500,رأيت رجلاً يتّجه نحوي
common_voice_ar_19398574.wav,196652,شعر ذاك الولد أسود
common_voice_ar_19398582.wav,178988,صوبت مسدسي نحو الهدف
common_voice_ar_19398584.wav,119852,أصلحت الدراجة البارحة
common_voice_ar_19398592.wav,114476,سيأتي الربيع قريباً
common_voice_ar_19398591.wav,111404,أين تلعب التنس ؟
common_voice_ar_19404389.wav,82988,إنها بعيدة جداً
common_voice_ar_19398594.wav,134444,إذا حضر الماء بطل التيمم
common_voice_ar_19404391.wav,67628,أغلق عينيك
common_voice_ar_19404392.wav,80684,الحياة طريق طويل جداً
common_voice_ar_19404394.wav,148268,هل أنت متأكد من أنه لديه الخبرة اللازمة لتشغيل هذا المشروع؟
common_voice_ar_19404397.wav,75308,هل لديك واحدة ؟
common_voice_ar_19404411.wav,84524,وقفنا وجهاً لوجه
common_voice_ar_19404439.wav,79148,هل لك أن ترد على الهاتف ؟
common_voice_ar_19404412.wav,111404,دفنت في مسقط رأسها
common_voice_ar_19404422.wav,195884,أحدث مشروع تتويبا ثورة ثقافية و اجتماعية في بلده الأم فرنسا
common_voice_ar_19404421.wav,75308,إنني مشغول جداً
common_voice_ar_19404453.wav,86828,وافق المدرس على خطته
common_voice_ar_19404450.wav,82988,إنك تتكلم كثيراً
common_voice_ar_19404466.wav,63788,إنتهى وقتك
common_voice_ar_19404469.wav,80684,عليك أن تقوم بالواجب
common_voice_ar_19404455.wav,136748,عندما كنتُ في الثانويّة ، استيقظتُ السادسةَ كل صباح
common_voice_ar_19404486.wav,65324,الليمون حامض
common_voice_ar_19404472.wav,86828,يا له من كلب كبير
common_voice_ar_19404487.wav,92204,ليس لدي سكين لأقطع به
common_voice_ar_19404490.wav,84524,أدرس اللغة الإنجليزية
common_voice_ar_19404489.wav,80684,يأكلون بالشوكة و السكين
common_voice_ar_19404491.wav,73004,ضعها أينما تريد
common_voice_ar_19404492.wav,65324,كان الألم فظيعاً
common_voice_ar_19404501.wav,67628,الآن تذكرت
common_voice_ar_19404499.wav,82988,سأعيرك مذكرتي
common_voice_ar_19404514.wav,103724,كان يجب عليك أن تبقيها سراً
common_voice_ar_19404502.wav,226604,فرحة مجنونة قصفت في دماغه
common_voice_ar_19404515.wav,94508,الأسعار غالية هذه الأيام
common_voice_ar_19404520.wav,198188,كما يسبب استمرار هذا النزاع تكاليف باهظة ومصاعب سياسية جمة
common_voice_ar_19404519.wav,203564,بدا لي أن الناس تفنى نفوسهم وأموالهم ولا أرى الدهر فانيا
common_voice_ar_19404523.wav,76844,إنه يحب مدرسته كثيراً
common_voice_ar_19404530.wav,144428,أحببتُ دائمًا الشخصيّاتِ الغامِضَةَ أكثر
common_voice_ar_19404538.wav,94508,من فضلك ترجم هذه الجملة إلى اليابانية
common_voice_ar_19404539.wav,109868,اجعل أحداً آخر يقوم بذلك إذا سمحت
common_voice_ar_19404581.wav,84524,أيمكنني أن أركض معك ؟
common_voice_ar_19404541.wav,75308,قامت الشرطة باعتقالها
common_voice_ar_19404582.wav,90668,هناك إحتمال أن تندلع الحرب
common_voice_ar_19404583.wav,103724,تعبر الكلمات عن الأفكار
common_voice_ar_19404586.wav,122924,أشعل الضوء لا يمكنني أن أرى شيئاً
common_voice_ar_19404588.wav,86828,منذ متى وأنت تلعب كرة القدم ؟
common_voice_ar_19404596.wav,69164,لا يفهمني أحد
common_voice_ar_19404587.wav,79148,لا تقفل الخط من فضلك
common_voice_ar_19404601.wav,82988,يبدو أنه كان غنياً
common_voice_ar_19404605.wav,82988,أيمكنك التزلج ؟
common_voice_ar_19404602.wav,71468,هو ليس يابانياً
common_voice_ar_19404608.wav,75308,رأيت بوب هذا الصباح
common_voice_ar_19404609.wav,75308,سأقيس حرارتك الآن
common_voice_ar_19404617.wav,79148,وكيف سنجد أنفسنا
common_voice_ar_19404618.wav,63788,تعال إلى منزلي
common_voice_ar_19404615.wav,79148,توم موجود في المنزل
common_voice_ar_19404624.wav,88364,وكان يؤذي ذراعي
common_voice_ar_19404628.wav,63788,لا تزعجها
common_voice_ar_19404625.wav,107564,كلنا مقتنعون بأنه مذنب
common_voice_ar_19404627.wav,132908,كثيراً ما يقال أن الحلويات مضرة بالأسنان
common_voice_ar_19404626.wav,79148,فقدت حقيبتها
common_voice_ar_19404633.wav,80684,إنها صغيرة جداً
common_voice_ar_19404631.wav,88364,كم تفاحة ؟
common_voice_ar_19404630.wav,94508,ثمانٍ وتسعين سيارة
common_voice_ar_19404635.wav,96044,أعطني كأساً من الماء من فضلك
common_voice_ar_19404637.wav,107564,تتكلم و كأنك رئيس عملنا
common_voice_ar_19404642.wav,79148,ابق مكانك
common_voice_ar_19404638.wav,103724,ماعليك إلا أن تجمعها
common_voice_ar_19404641.wav,82988,السماء صافية
common_voice_ar_19404643.wav,96044,اِرجع إلى البيت قبل السادسة
common_voice_ar_19404647.wav,106028,لديه الكثير من المال في البنك
common_voice_ar_19404650.wav,90668,إنك متعب أليس كذلك ؟
common_voice_ar_19404646.wav,80684,أخفض الصوت من فضلك
common_voice_ar_19404658.wav,80684,يعيش أبويّ في القرية
common_voice_ar_19404657.wav,84524,هل ذلك كتابك يا مايك ؟
common_voice_ar_19404659.wav,79148,يا له من يوم حار
common_voice_ar_19404655.wav,129068,إنها مواطنة بريطانية و لكن بلدها الأم فرنسا
common_voice_ar_19404669.wav,75308,البيت مسكون
common_voice_ar_19404799.wav,155948,تسلقت جبل فوجي مرتين
common_voice_ar_19404668.wav,79148,هل بإمكانك السباحة ؟
common_voice_ar_19404665.wav,130604,من فضلك اشرح لماذا لا يمكنك المجيء
common_voice_ar_19404804.wav,130604,كل شيء في الوقت المناسب
common_voice_ar_19404801.wav,92204,و أنت ؟
common_voice_ar_19404806.wav,149804,السهم الطائر يمر بيننا
common_voice_ar_19407969.wav,129068,لا أحد يفهمني
common_voice_ar_19407963.wav,151340,رأيت الرجل يقفز
common_voice_ar_19407973.wav,203564,اشترى تارو سيارة مستعملة الأسبوع الماضي
common_voice_ar_19407979.wav,153644,سأنزل عند المحطة القادمة
common_voice_ar_19408012.wav,131372,ليس ذلك القميص ، بل الآخر
common_voice_ar_19408013.wav,102956,يا لوقاحتك
common_voice_ar_19408018.wav,131372,لم تقصد أن تؤذي أحداً بكلامها
common_voice_ar_19408036.wav,102956,سَوْفَ أَعُوْدُ قَرِيْبًا
common_voice_ar_19408037.wav,112940,أي سن يؤلمك ؟
common_voice_ar_19408067.wav,135212,مات من دون أن يترك وصية
common_voice_ar_19408068.wav,162860,لا أستطيع أن أخبرها ، لم يعد الأمر بسيطًا
common_voice_ar_19408070.wav,112172,من فضلك إتّصل بي لاحقاً
common_voice_ar_19408072.wav,116012,لم لا تأكل خضاراً ؟
common_voice_ar_19408073.wav,108332,أردت حذاء أحمر
common_voice_ar_19408080.wav,105260,أعلم ذلك
common_voice_ar_19408082.wav,104492,ما عنوانك ؟
common_voice_ar_19408084.wav,96044,هذه كتبنا
common_voice_ar_19408085.wav,108332,سررت بعودتك
common_voice_ar_19408094.wav,104492,ها هو الباص
common_voice_ar_19408086.wav,135980,من المحتمل أن تندلع الحرب
common_voice_ar_19408095.wav,152876,ولكني أحب هذا النوع من الموسيقى
common_voice_ar_19408097.wav,129068,صوت الكمان جميل جداً
common_voice_ar_19408099.wav,166700,لم يكن بمقدوره الركض بسرعة كبيرة
common_voice_ar_19408098.wav,165932,سيكلفك ذلك عشرة آلاف ين
common_voice_ar_19408100.wav,104492,يجب أن تذهب
common_voice_ar_19408103.wav,91436,انظر إلى الصورة
common_voice_ar_19408113.wav,104492,أين يسكن خالك ؟
common_voice_ar_19408112.wav,114476,هل تحب كرة المضرب ؟
common_voice_ar_19408110.wav,152108,لن يستطيع المجيء لأنه مريض
common_voice_ar_19408111.wav,196652,تعرف الدعسوقة في بعض الأحيان باسم الخنفساء
common_voice_ar_19408115.wav,86060,إنه عبقري
common_voice_ar_19408116.wav,122924,ذهبت إلى محطة أوساكا
common_voice_ar_19408114.wav,186668,بما أنك متعب ، من الأفضل لك أن تستريح
common_voice_ar_19408117.wav,196652,أشار أن تنفيذ الخطة سيكلف الكثير من المال
common_voice_ar_19408118.wav,116012,هذا كتاب قديم
common_voice_ar_19408126.wav,124460,أبدأ لن أشك في صدقه
common_voice_ar_19408124.wav,125996,إنها لا تحتاج إلى أن تعمل
common_voice_ar_19408135.wav,82988,أخي أحمق
common_voice_ar_19408136.wav,102956,هل تلعب كرة القدم ؟
common_voice_ar_19408138.wav,110636,لم تُبنَ روما في يوم
common_voice_ar_19408139.wav,104492,أُفضل العمل وحدي
common_voice_ar_19408137.wav,139052,هل هناك حياة على كوكب المريخ ؟
common_voice_ar_19408140.wav,129068,أهلاً بيل ، كيف الأحوال ؟
common_voice_ar_19408141.wav,91436,أنتهيت من فطورك ؟
common_voice_ar_19408143.wav,115244,السناجب سريعة الحركة
common_voice_ar_19408142.wav,104492,إلى أين أنت ذاهب ؟
common_voice_ar_19408149.wav,108332,ماذا تريد بعد ؟
common_voice_ar_19408150.wav,109868,أسبح مرةً في الأسبوع
common_voice_ar_19408151.wav,132908,لم يستطِع أن يسيطر على غضبه
common_voice_ar_19408152.wav,135212,غادرت إلى أمريكا قبل أمس
common_voice_ar_19408155.wav,86060,إنه ذكي
common_voice_ar_19408156.wav,103724,يا له من كلب كبير
common_voice_ar_19408153.wav,149804,بيتك أكبر من بيتي ثلاث مرات
common_voice_ar_19408157.wav,122924,إنها لا تحب الفلفل الأخضر
common_voice_ar_19408158.wav,178220,علمتني عمتي كيف أحضّر قهوةً لذيذة
common_voice_ar_19408164.wav,165932,قرأ الكتاب من الجلدة إلى الجلدة
common_voice_ar_19408166.wav,125996,بكين هي عاصمة الصين
common_voice_ar_19408167.wav,140588,نصنع الزبدة و الجبنة من الحليب
common_voice_ar_19408168.wav,140588,نحتاج إلى المال لفعل أي شيء
common_voice_ar_19408165.wav,156716,لم يشعل النار مع أن الجو كان بارداً
common_voice_ar_19408174.wav,119084,هل لي أن آكل هذه الكعكة ؟
common_voice_ar_19408175.wav,122156,أنا شاكر لمساعدتك لي
common_voice_ar_19408186.wav,108332,صرخت رعباً
common_voice_ar_19408192.wav,112172,هاتان أُختان
common_voice_ar_19408191.wav,115244,اكوِ القميص من فضلك
common_voice_ar_19408193.wav,135980,من فضلك اكتب ما سأقوله
common_voice_ar_19408199.wav,124460,هناك شخصٌ ما يريدك على الهاتف
common_voice_ar_19408200.wav,141356,إنها ساعة متأخرة
common_voice_ar_19408202.wav,144428,لديها عينان جميلتان
common_voice_ar_19408201.wav,127532,هاجمنا العدو ليلاً
common_voice_ar_19408203.wav,135980,لا يمكنني تصديق ذلك
common_voice_ar_19408212.wav,155180,ذهبت إلى المستشفى البارحة
common_voice_ar_19408210.wav,136748,أليس معك بعض النقود ؟
common_voice_ar_19408215.wav,140588,كان بيل في اليابان
common_voice_ar_19408216.wav,126764,كان الباب مفتوحاً
common_voice_ar_19408221.wav,141356,ذهبوا إلى المحطة بالسيارة
common_voice_ar_19408222.wav,104492,هو لا يدخن
common_voice_ar_19408223.wav,125228,دافعوا عن حق أمتهم
common_voice_ar_19408219.wav,124460,ضحك الجميع عليه
common_voice_ar_19408231.wav,102188,ما أطولك
common_voice_ar_19408230.wav,125996,إنها تكثر من الكلام
common_voice_ar_19408232.wav,196652,من الصعب ترجمة القصائد الشعرية إلى لغة أخرى
common_voice_ar_19408233.wav,101420,ليست جديدة
common_voice_ar_19408234.wav,114476,عن من تتحدث ؟
common_voice_ar_19408235.wav,126764,أعطاني توم قلماً
common_voice_ar_19408236.wav,128300,شعر ماريا طويل
common_voice_ar_19408245.wav,135980,فبدأ الطبيب بالكشف عليها
common_voice_ar_19408237.wav,163628,استمر الرجل بالكلام لمدة ساعة
common_voice_ar_19408246.wav,113708,أجل ، ساعدني بوب
common_voice_ar_19408238.wav,147500,العجلة من الشيطان
common_voice_ar_19408254.wav,92972,آمُلُ ذلك
common_voice_ar_19408249.wav,138284,تخرجت بإمتياز
common_voice_ar_19408247.wav,139820,اشترت لي أمي فستاناً جديداً
common_voice_ar_19408250.wav,86828,سأحضر
common_voice_ar_19408255.wav,105260,أكنت مع أحد ؟
common_voice_ar_19408259.wav,85292,قتلت نفسها
common_voice_ar_19408258.wav,116780,لا إنجاز بلا جهد
common_voice_ar_19408257.wav,141356,أحتاج إلى أن أصلح ساعتي
common_voice_ar_19408260.wav,141356,هل لي أن أستعير مذياعك ؟
common_voice_ar_19408262.wav,102188,بعد أن نمنا
common_voice_ar_19408261.wav,160556,ذلك الفستان يبدو جميلاً عليك
common_voice_ar_19408263.wav,172076,إنها تأمل أن تصبح مصممة أزياء
common_voice_ar_19408264.wav,126764,أريد أن أذهب إلى طوكيو
common_voice_ar_19408265.wav,159020,إنه صديقي ، هل تعرفونه يا شباب ؟
common_voice_ar_19408266.wav,116780,من رسم هذه اللوحة ؟
common_voice_ar_19408267.wav,135980,رسم خطاً مستقيماً على الحائط
common_voice_ar_19408268.wav,94508,هذا أجمل
common_voice_ar_19408274.wav,97580,المهم هو العمل
common_voice_ar_19408272.wav,91436,خسر فريقنا
common_voice_ar_19408275.wav,117548,ما الذي تريده الآن ؟
common_voice_ar_19408278.wav,132908,من المحتمل أن يصل قريبا
common_voice_ar_19408277.wav,138284,إذا أمطرت غداً سأبقى في المنزل
common_voice_ar_19408280.wav,145964,أيمكنني استعارة مقصك ؟
common_voice_ar_19408279.wav,175148,نهض من النوم في الساعة الثامنة صباحاً
common_voice_ar_19408281.wav,85292,ماذا قلت ؟
common_voice_ar_19408282.wav,111404,في الحقيقة لا أدري
common_voice_ar_19408283.wav,125228,أحضر لي شيئاً لآكله
common_voice_ar_19408287.wav,92972,لن يعمل الراديو
common_voice_ar_19408288.wav,123692,مطعمنا أفضل من ذاك المطعم
common_voice_ar_19408290.wav,119084,مالذي يحزنك ؟
common_voice_ar_19408289.wav,148268,ليس هناك ما يمكنني فعله
common_voice_ar_19408292.wav,111404,من الممكن ألا تأتي غداً
common_voice_ar_19408294.wav,77612,أنا أركض
common_voice_ar_19408291.wav,116780,لماذا تأخرت هذا الصباح ؟
common_voice_ar_19408297.wav,175916,أعادةً ما تشرب الشاي على الفطور ؟
common_voice_ar_19408295.wav,156716,كان عليهم البقاء في المنزل طوال اليوم
common_voice_ar_19408296.wav,103724,أين يعيش جون ؟
common_voice_ar_19408298.wav,125996,كلما تقابلا بدآ بالجدال
common_voice_ar_19408299.wav,96044,هل أنهيتها ؟
common_voice_ar_19408300.wav,155948,لا إله إلا الله محمد رسول الله
common_voice_ar_19408302.wav,115244,أطفأ رجال الإطفاء الحريق
common_voice_ar_19408301.wav,115244,أتريد الاخضر أو الازرق ؟
common_voice_ar_19408304.wav,101420,علمت أنه سيقبل
common_voice_ar_19408306.wav,128300,لم أرَ براداً أحمر من قبل
common_voice_ar_19408303.wav,110636,أنت لست صديقنا
common_voice_ar_19408307.wav,106028,تفضّل البيت بيتك
common_voice_ar_19408308.wav,96812,اِحترقت مدرستنا
common_voice_ar_19408310.wav,86828,ماذا كنت تفعل ؟
common_voice_ar_19408312.wav,82988,إنه فرنسي
common_voice_ar_19408311.wav,92204,فريد ركل الكرة
common_voice_ar_19408313.wav,83756,الكل يحبها
common_voice_ar_19408314.wav,191276,حاولت أن أجعل تشارلز يساعدني لكنه لم يفعل
common_voice_ar_19408315.wav,114476,هل غرفتي حضيرة للخنازير ؟
common_voice_ar_19408316.wav,76844,أين كنت ؟
common_voice_ar_19408317.wav,116780,مع من تظن أنها تسكن ؟
common_voice_ar_19408319.wav,75308,متى تنتهي ؟
common_voice_ar_19408318.wav,132140,تكلم الرجل بصوت خافت
common_voice_ar_19408320.wav,174380,يجب أن نذهب إلى هناك سواء أردنا ذلك أم لا
common_voice_ar_19408322.wav,102188,قابلته البارحة
common_voice_ar_19408324.wav,103724,هذه رسالة مهمة
common_voice_ar_19408321.wav,119852,ليس معي العنوان الآن
common_voice_ar_19408326.wav,122924,لا يعيش أحد في هذا المنزل
common_voice_ar_19408325.wav,112172,السكين ليست حادة
common_voice_ar_19408328.wav,147500,قرأ الرسالة مرة بعد مرة
common_voice_ar_19408327.wav,147500,بقينا هناك لمدة ثلاثة شهور
common_voice_ar_19408331.wav,141356,في التأني السلامة وفي العجلة الندامة
common_voice_ar_19408332.wav,121388,رجلي اليمنى نملت
common_voice_ar_19408334.wav,79916,هل تعرف من هي ؟
common_voice_ar_19408333.wav,127532,كانت السفينة تحت رحمة الأمواج
common_voice_ar_19408342.wav,116012,توم يعيش مع عمه الآن
common_voice_ar_19408341.wav,192812,أين بيتها ؟
common_voice_ar_19408343.wav,178220,لدى ذلك الفريق لاعبون أقوياء البنية
common_voice_ar_19408344.wav,92972,الجميع يحبها
common_voice_ar_19408345.wav,88364,أختلف معك
common_voice_ar_19408346.wav,112172,أحضر لي المقص من فضلك
common_voice_ar_19408348.wav,106796,يُقال أنه قد مات هنا
common_voice_ar_19408349.wav,147500,ذهب صديقي إلى أمريكا هذا الصيف
common_voice_ar_19408347.wav,120620,هل الحقيبة السوداء لك ؟
common_voice_ar_19408350.wav,107564,هل تعرف الإجابة ؟
common_voice_ar_19408353.wav,96812,تحلق الطيور
common_voice_ar_19408352.wav,111404,ابقَ هادئاً من فضلك
common_voice_ar_19408354.wav,138284,كان يوجد جسر هنا في يوم من الأيام
common_voice_ar_19408355.wav,156716,تذهب مايوكو إلى المدرسة على الدراجة
common_voice_ar_19408357.wav,98348,إنني قلق عليه
common_voice_ar_19408356.wav,84524,ها قد أتى الباص
common_voice_ar_19408358.wav,126764,كل شيء أفضل من دونك
common_voice_ar_19408364.wav,103724,ما الذي كنت تفعله ؟
common_voice_ar_19408359.wav,107564,ذهبت إلى هناك أيضاً
common_voice_ar_19408362.wav,115244,عليّ العثور عليها
common_voice_ar_19408366.wav,106796,أعطني شيئاً لأكتب عليه
