wav_filename,wav_filesize,transcript
common_voice_ar_19367230.wav,116780,إنه يريدك أن تبقى هنا
common_voice_ar_19367228.wav,192044,زادت الفرقة الموسيقية عدد الحفلات في جولتها
common_voice_ar_19314631.wav,134444,كنت أمزح فقط
common_voice_ar_19314632.wav,138284,كل ما يحصل ، يحصل لسبب
common_voice_ar_19375155.wav,225068,بعض أصدقائي يمكنهم تحدث الإنجليزية جيداً
common_voice_ar_19314633.wav,88364,كيف حال الطقس ؟
common_voice_ar_19375159.wav,96044,القرار النهائي بيد الطلبة
common_voice_ar_19375157.wav,86828,خذني معك
common_voice_ar_19219148.wav,163628,بلغها أن تعاود الإتصال بي من فضلك
common_voice_ar_19219147.wav,186668,في البداية واجه صعوبة في التأقلم مع بيته الجديد
common_voice_ar_19219151.wav,140588,بيتك أكبر من بيتي ثلاث مرات
common_voice_ar_19348895.wav,132908,كان عطشاناً جداً فطلب القليل من الماء
common_voice_ar_19219153.wav,115244,كان ذاك أرنوبًا شريرًا
common_voice_ar_19348894.wav,99884,لا أحتاج إلى مساعدتك
common_voice_ar_19348897.wav,117548,كان هناك حوالي عشرين دولاراً
common_voice_ar_19204373.wav,140588,بالكاد أستطيع سماعك
common_voice_ar_19348896.wav,86828,تعال و اسبح معي
common_voice_ar_19204374.wav,240428,كان أي شيء غير عادي أو غير طبيعي كافياً لإرسال زميل إلى مولوكاي
common_voice_ar_19204376.wav,132908,اشترت البيض بالدزينة
common_voice_ar_19204375.wav,142124,يتحدث مايك اليابانية جيداً
common_voice_ar_19204175.wav,161324,غطاه الوحل من رأسه إلى أخمص قدميه
common_voice_ar_19204176.wav,129068,التحدث بالإنجليزية ليس أمراً سهلاً
common_voice_ar_19380206.wav,138284,ضعها في أي مكان تشاء
common_voice_ar_19204178.wav,86828,هذه الكتب لي
common_voice_ar_19380208.wav,157484,دعني أشرح سبب وصولي متأخراً
common_voice_ar_19380209.wav,238124,في وقت واحد سيتم إنشاء عشرات من دول الكومنولث التعاونية
common_voice_ar_19380210.wav,115244,حملت ثلاثة كتب
common_voice_ar_19322536.wav,137516,أمي تعزف البيانو بمهارة
common_voice_ar_19322539.wav,167468,وفقا للشاعر ، أبريل هو أقسى شهر
common_voice_ar_19322537.wav,166700,تعتمد اليابان على نفط البلدان العربية
common_voice_ar_19322540.wav,118316,ينقص شوكة
common_voice_ar_19103182.wav,126764,لا يمكنك السباحة هنا
common_voice_ar_19103183.wav,111404,يا لها من ذكرى
common_voice_ar_19103186.wav,149804,اتصل ابنها من نيويورك
common_voice_ar_19204177.wav,152108,بعض أصدقائي يمكنهم تحدث الإنجليزية جيداً
common_voice_ar_19103184.wav,119084,هذا سؤال جيد
common_voice_ar_19212440.wav,165164,يعمل أبي في مصنع
common_voice_ar_19212442.wav,80684,ربما لا
common_voice_ar_19212443.wav,61484,أنا أركض
common_voice_ar_19212444.wav,84524,ملأت كيسها بالتفاح
common_voice_ar_19222357.wav,155948,أعمل كل يوم ما عدا يوم الأحد
common_voice_ar_19222349.wav,104492,أهلاً ، هل تعمل هنا ؟
common_voice_ar_19222360.wav,150572,إتفقوا على انتخابه رئيساً
common_voice_ar_19222361.wav,105260,ضحك الجميع عليّ
common_voice_ar_19285860.wav,102188,لا تقلق
common_voice_ar_19285859.wav,102188,من بحث وجد
common_voice_ar_19285861.wav,145964,نجحنا كلنا في الإمتحان
common_voice_ar_19285862.wav,125228,هذا الكرسي يحتاج إلى الإصلاح
common_voice_ar_19285863.wav,217388,ما أسهل أن يكتسب المرء عادات سيئة
common_voice_ar_19260121.wav,149804,عليك أن تبقي غرفتك نظيفة
common_voice_ar_19260122.wav,111404,لا أذكر لحن تلك الأغنية
common_voice_ar_19260123.wav,148268,تقوم الجريدة بتزويدنا بالأخبار
common_voice_ar_19370415.wav,80684,اتركني و شأني
common_voice_ar_19260125.wav,203564,توقّف الحاسوب عن العمل بعد تحديث آلي للنظام
common_voice_ar_19370414.wav,96044,لم أقصد شيئاً
common_voice_ar_19260124.wav,159788,لن يكون بوسعه القدوم بسبب مرضه
common_voice_ar_19370416.wav,106028,الجميع ينتظرونك
common_voice_ar_19370418.wav,115244,عزفت لحناً على البيانو
common_voice_ar_19370417.wav,125228,أنا لا أحاول سلب حقوقك
common_voice_ar_19205717.wav,111404,من فضلك تعال
common_voice_ar_19205718.wav,142124,من المحتمل أن يصل قريبا
common_voice_ar_19205720.wav,109100,فقدت ثقتي به
common_voice_ar_19205721.wav,134444,لنتظاهر بأننا مخلوقات فضائية
common_voice_ar_19205719.wav,107564,قابلتها في الشارع
common_voice_ar_19205260.wav,130604,فجأة هطل المطر
common_voice_ar_19205261.wav,144428,قاد هتلر بلاده إلى الحرب
common_voice_ar_19205259.wav,138284,يمكنك أن تدرس هنا
common_voice_ar_19205262.wav,130604,من راقب الناس مات هما
common_voice_ar_19204110.wav,80684,متى سيبدأ الفيلم ؟
common_voice_ar_19204112.wav,106028,أعرف كل شيء
common_voice_ar_19204111.wav,119084,من فضلك أغلق الباب
common_voice_ar_19205263.wav,165164,نصنع الزبدة و الجبنة من الحليب
common_voice_ar_19330411.wav,130604,يهاجر البجع من هنا إلى فلوريدا
common_voice_ar_19330410.wav,88364,عليك أن تذهب
common_voice_ar_19204113.wav,153644,انتقد بورك نفسه بسبب الابتسامة
common_voice_ar_19204114.wav,130604,إنها ستتزوج العام المقبل
common_voice_ar_19330413.wav,122924,أحب براين أن يتذكر الأيام الخوالي
common_voice_ar_19206926.wav,115244,متى تنتهي ؟
common_voice_ar_19330412.wav,88364,حاولت قتل نفسها
common_voice_ar_19330414.wav,69164,هيا بنا
common_voice_ar_19206927.wav,111404,أسمعت الأخبار ؟
common_voice_ar_19206928.wav,136748,يعيش أبويّ في القرية
common_voice_ar_19206929.wav,119084,ما طول الجسر ؟
common_voice_ar_19206930.wav,121388,هذه القلعة جميلة
common_voice_ar_19205116.wav,122924,كنت أقول فحسب
common_voice_ar_19205119.wav,89900,متى يمكننا الأكل ؟
common_voice_ar_19205117.wav,90668,لا تقف قربي
common_voice_ar_19205118.wav,281900,بالنّسبة لرامي، لم تكن العربيّة شيئا جديدا فحسب، بل كانت أيضا صعبة للغاية
common_voice_ar_19205120.wav,135212,أيحب توشيو ساتشيكو ؟
common_voice_ar_19164211.wav,178988,إذا ابتسم المهزوم أفقد المنتصر لذة الفوز
common_voice_ar_19164212.wav,134444,من فضلك إلغِ هذا الملفّ
common_voice_ar_19164213.wav,111404,أنا ملحد
common_voice_ar_19164210.wav,134444,أخي ساعدني في حل واجبي
common_voice_ar_19164214.wav,130604,هل يداك نظيفتان ؟
common_voice_ar_19204605.wav,145964,كل هؤلاء ضد ، يقول ناي
common_voice_ar_19204603.wav,165164,يبدو المعطف الأحمر جميلاً عليك
common_voice_ar_19204608.wav,226604,في الجزء العلوي من كومة المدخنة ، يمكنك رؤية وعاء المدخنة
common_voice_ar_19204828.wav,122924,ليس معي العنوان الآن
common_voice_ar_19204607.wav,153644,أتمنى أن أراك مرة أخرى
common_voice_ar_19204612.wav,226604,ذهبت إلى هناك مرات عديدة
common_voice_ar_19204829.wav,111404,ما الذي أحزنها هكذا ؟
common_voice_ar_19204830.wav,132908,لا أحب الطريقة التي يتكلم بها
common_voice_ar_19204831.wav,98348,أضف بعض الكزبرة
common_voice_ar_19204832.wav,96044,قدماها طويلتان
common_voice_ar_19249837.wav,145964,لا أدري
common_voice_ar_19249838.wav,152108,وَأَمرُهُم شُورَى بَينَهُم
common_voice_ar_19249839.wav,169004,عليّ أن أختار بين الذهاب معه أو البقاء هنا وحدي
common_voice_ar_19249847.wav,121388,ماذا بعد ذلك ؟
common_voice_ar_19249848.wav,132908,اتصلت مينج بصديقها ليلة البارحة
common_voice_ar_19103712.wav,122924,رفضت بتي عرض موريل
common_voice_ar_19103713.wav,99116,و أخيراً ظهر
common_voice_ar_19103714.wav,79148,شرب القليل
common_voice_ar_19103716.wav,90668,أثق بك
common_voice_ar_19205290.wav,152108,هذا الكتاب ملكٌ للمكتبة
common_voice_ar_19205289.wav,198188,درست اللغة الإنجليزية حين كنت هناك
common_voice_ar_19103715.wav,76844,تبدو مشغولاً
common_voice_ar_19205293.wav,107564,هنا كلبك
common_voice_ar_19205291.wav,132908,عليّ أن أدرس للإمتحان
common_voice_ar_19205899.wav,263468,هل يحب توشيو ساتشيكو ؟
common_voice_ar_19205292.wav,144428,سنسافر إلى الخارج هذا الصيف
common_voice_ar_19205900.wav,251948,الصبر صبران صبر على ما تكره وصبر على ما تحب
common_voice_ar_19205901.wav,180524,درست الإنجليزية عندما كنت هناك
common_voice_ar_19204408.wav,132908,كم الساعة على أي حال ؟
common_voice_ar_19205903.wav,149804,لم أرَ براداً أحمر من قبل
common_voice_ar_19204409.wav,111404,ها قد أَتَوْا
common_voice_ar_19205902.wav,207404,أرهقت نفسي بالمشي لمسافة طويلة
common_voice_ar_19204410.wav,109868,أصل هذه الكلمة يوناني
common_voice_ar_19204412.wav,119084,هذا أسرع قطار في العالم
common_voice_ar_19204411.wav,134444,ها قد أتى الباص
common_voice_ar_19204503.wav,129068,ركبت القطار الخطأ
common_voice_ar_19204506.wav,92204,إنك تعيبني دائماً
common_voice_ar_19204505.wav,99884,أعطيت أختي قاموساً
common_voice_ar_19204504.wav,84524,ضحك الناس عليه
common_voice_ar_19206882.wav,84524,إلى ماذا تنظر ؟
common_voice_ar_19204507.wav,129068,يا إلهي ، هذا المكان يبدو رائعاً
common_voice_ar_19206881.wav,111404,هل لي أن أرى جواز سفرك ؟
common_voice_ar_19206883.wav,86828,ابقَ هادئاً من فضلك
common_voice_ar_19206885.wav,96044,هذا كتاب قديم
common_voice_ar_19206884.wav,94508,أملك كلباً وقطة
common_voice_ar_19117936.wav,136748,أبقِ غرفتك نظيفةً بقدر الإمكان
common_voice_ar_19117937.wav,117548,استمر المطر أسبوعاً
common_voice_ar_19117938.wav,92204,يقولون بأنه لن يرجع
common_voice_ar_19117939.wav,111404,أختي تشبه جدتي
common_voice_ar_19117940.wav,130604,هذا الدواء سيخفف من صداعك
common_voice_ar_19244091.wav,127532,هذا قراري
common_voice_ar_19244092.wav,177452,هناك بعبع تحت سريري
common_voice_ar_19244093.wav,188972,من الأفضل لك التوقف عن التدخين
common_voice_ar_19244095.wav,145196,سيقيمون حفلة غداً
common_voice_ar_19244094.wav,178988,غادر جون إلى فرنسا البارحة
common_voice_ar_19216765.wav,122924,متى ستعود إلى البيت ؟
common_voice_ar_19216766.wav,121388,طعمه لذيذ جداً
common_voice_ar_19216768.wav,178988,الرياضيات مادة صعبة بالنسبة لي
common_voice_ar_19204638.wav,248108,أعطني الملعقة
common_voice_ar_19204639.wav,107564,حصل حادث سير البارحة
common_voice_ar_19204640.wav,153644,أيمكنك إيجادها ؟
common_voice_ar_19216767.wav,169004,أنا أستخدم برنامج فايرفوكس
common_voice_ar_19204642.wav,144428,هيلين في السابعة عشر من عمرها
common_voice_ar_19204641.wav,122924,كم تبعد الحديقة عن منزلك ؟
common_voice_ar_19216769.wav,153644,أحس بأن لياقتي عالية
common_voice_ar_19204687.wav,73004,القرار لك
common_voice_ar_19204685.wav,106028,من رسم هذه اللوحات ؟
common_voice_ar_19204620.wav,169004,سُرقت سيارتي ليلة البارحة
common_voice_ar_19204625.wav,165164,ماذا تفضل أكثر ، التفاح أم الموز ؟
common_voice_ar_19204618.wav,232748,الحساب عليّ
common_voice_ar_19204661.wav,142124,من المحتمل أن تندلع الحرب
common_voice_ar_19204623.wav,119084,مساء الخير
common_voice_ar_19204660.wav,99884,الأمر يعود إليك
common_voice_ar_19204627.wav,121388,ضحك الجميع عليه
common_voice_ar_19231197.wav,111404,مرّر إليّ الملح إذا سمحت
common_voice_ar_19231203.wav,106028,لم ترد أن تتدخل
common_voice_ar_19204662.wav,155948,هناك العديد من المباني الجميلة في المدينة
common_voice_ar_19231204.wav,113708,الوَحْدَةُ خير من جليس السوء
common_voice_ar_19231202.wav,115244,أخذت تكلم الكلب
common_voice_ar_19231205.wav,145964,ذهبنا لمشاهدة فيلم ليلة البارحة
common_voice_ar_19231212.wav,106028,إنا نعيش في عصر الذّرّة
common_voice_ar_19231211.wav,69164,هذه الرسالة موجهة إليك
common_voice_ar_19225066.wav,134444,لم يكن هناك أحد
common_voice_ar_19231214.wav,122924,لا تنسَ أن تضع طابعاً على رسالتك
common_voice_ar_19225061.wav,129068,إيطاليا بلد جميل
common_voice_ar_19225118.wav,145964,ذهبت إلى الحديقة الحيوان
common_voice_ar_19225116.wav,129068,أريد الذهاب معك
common_voice_ar_19225142.wav,136748,تبدو شاحب الوجه
common_voice_ar_19225124.wav,202028,هل أنت على ما يرام ؟   أنا بخير
common_voice_ar_19225144.wav,113708,لا تقطع هذه الأشجار
common_voice_ar_19225147.wav,126764,هذه الوردة أجمل من تلك
common_voice_ar_19225151.wav,92204,ألا ترى ؟
common_voice_ar_19236886.wav,117548,إنها حادة الذكاء
common_voice_ar_19236887.wav,134444,هذا الطائر لا يمكنه الطيران
common_voice_ar_19236885.wav,145964,ساعد نفسك و سيساعدك الله
common_voice_ar_19236888.wav,155948,كيف أنسى لطفه معي
common_voice_ar_19236910.wav,117548,لا تلعب هنا
common_voice_ar_19236893.wav,157484,الدهر يومان يوم لك ويوم عليك
common_voice_ar_19236911.wav,125228,ما قاله حينها صدمني
common_voice_ar_19236912.wav,142124,رجل ميت ليس له فائدة في المزرعة
common_voice_ar_19236914.wav,163628,متى غادرت ؟ في الرابعة أم في الخامسة ؟
common_voice_ar_19204413.wav,115244,إلى ذلك الحين
common_voice_ar_19236913.wav,107564,أحب قصص الغرام
common_voice_ar_19204414.wav,126764,وقعت نظارتك على الأرض
common_voice_ar_19204415.wav,140588,بإمكانك القدوم معي
common_voice_ar_19204416.wav,161324,ليس لدي أي أسئلة أخرى
common_voice_ar_19204463.wav,163628,لا يمكنني فهم ما تعنيه هذه الجملة بالضبط
common_voice_ar_19204464.wav,145964,من فضلك ألقٍ نظرةً على الأوراق
common_voice_ar_19204465.wav,163628,هل اشتريت ذلك من السوق السوداء ؟
common_voice_ar_19204467.wav,163628,أحتاج لمزيد من الوقت لأنهي واجبي
common_voice_ar_19204417.wav,125228,البارحة كان عيد ميلادي
common_voice_ar_19204469.wav,138284,لا يحترق البلاستيك بسهولة
common_voice_ar_19209648.wav,92204,ما الذي تريده الآن ؟
common_voice_ar_19209649.wav,92204,إن الجميع يحترمك
common_voice_ar_19209652.wav,130604,تقع المحطة غرب الفندق
common_voice_ar_19209650.wav,92204,إنتهى الصيف
common_voice_ar_19209677.wav,165164,زرت باريس مرتين
common_voice_ar_19209679.wav,117548,هناك شخصٌ ما يريدك على الهاتف
common_voice_ar_19209682.wav,102188,مات من دون أن يترك وصية
common_voice_ar_19209680.wav,115244,أعطني كسرة خبز من فضلك
common_voice_ar_19209723.wav,98348,كانت تعمل لدى شركتنا
common_voice_ar_19209730.wav,145964,اِمضغ طعامك جيداً
common_voice_ar_19205064.wav,119084,أذهب إلى المدرسة بالباص
common_voice_ar_19205059.wav,119084,بلال أطْوَلُ من كرم
common_voice_ar_19205060.wav,107564,هلّا شاركتنا الحديث ؟
common_voice_ar_19205068.wav,136748,كم عندك من الأصدقاء المُقَرّبين ؟
common_voice_ar_19205065.wav,136748,درس كل يوم لمدة ساعة ونصف
common_voice_ar_19205071.wav,129068,يصبح الجو أدفأ يوماً بعد يوم
common_voice_ar_19205073.wav,145964,كان هناك حوالي عشرون شخصاً
common_voice_ar_19205072.wav,180524,تذهب مايوكو إلى المدرسة على الدراجة
common_voice_ar_19205075.wav,111404,الجميع يحبون الموسيقى
common_voice_ar_19233446.wav,208172,طقس اليوم جميل
common_voice_ar_19205074.wav,103724,البيت مسكون
common_voice_ar_19233447.wav,193580,نصحته ألا يضع الكثير من السكر
common_voice_ar_19233448.wav,153644,أيمكنك رؤية الفرق ؟
common_voice_ar_19233449.wav,139052,تستحق أن تنجح
common_voice_ar_19233450.wav,178220,مدرستنا قريبة من المحطة
common_voice_ar_19233451.wav,126764,و هنا تكمن المشكلة
common_voice_ar_19233452.wav,152108,جعلني أبي أغسل السيارة
common_voice_ar_19233454.wav,164396,أعمل لصالح شركة نفط
common_voice_ar_19233453.wav,140588,أما زلت تذكرني ؟
common_voice_ar_19233455.wav,178988,كان هناك حادث سيارة بالأمس
common_voice_ar_19205874.wav,129068,من صنع رجل الثلج ذاك ؟
common_voice_ar_19205875.wav,130604,أصبحت ابنتها امرأة جميلة
common_voice_ar_19205877.wav,79148,هذا هو منزله
common_voice_ar_19205876.wav,98348,وقعت سنّي الأمامية
common_voice_ar_19205878.wav,134444,أنت تكره نِك ، أليس ذلك صحيحاً ؟
common_voice_ar_19205881.wav,102188,أنت لست صديقنا
common_voice_ar_19205879.wav,103724,وضع الكتاب على الرف
common_voice_ar_19205880.wav,122924,بقيت في المنزل اليلة الفائتة
common_voice_ar_19220364.wav,149804,إنه صعب أن أتحدث ثلاث لغات
common_voice_ar_19205882.wav,125228,هل تحبان بعضكما البعض بشدة ؟
common_voice_ar_19205883.wav,99884,وكان يؤذي ذراعي
common_voice_ar_19220365.wav,107564,كعكتك شهية
common_voice_ar_19220368.wav,138284,أنت تستحق الجائزة
common_voice_ar_19220366.wav,73004,أعرف أباك
common_voice_ar_19220367.wav,107564,أنتم مدرّسون
common_voice_ar_19220376.wav,125228,أنت في مكان آمن
common_voice_ar_19220378.wav,129068,لم يعد هناك إلا القليل من الحليب
common_voice_ar_19220377.wav,144428,أصل هذه الكلمة فرنسي كذلك
common_voice_ar_19220383.wav,152108,الجو حار جداً في جنوب اسبانيا في فصل الصيف
common_voice_ar_19375892.wav,192044,هل سنلحق بالقطار ؟
common_voice_ar_19220387.wav,65324,ما اسمك ؟
common_voice_ar_19220386.wav,79148,كيف حال الجميع ؟
common_voice_ar_19375894.wav,194348,أفاعي الكوبرا تكون دائمًا متيقظة إلى أبعد الحدود
common_voice_ar_19375913.wav,103724,كم ثمن نصف كيلو ؟
common_voice_ar_19375914.wav,88364,لن يُغَيِّرَ ذلك شيئًا
common_voice_ar_19375915.wav,80684,ليركب الجميع
common_voice_ar_19375916.wav,159788,أنا جاهز تقريباً
common_voice_ar_19375922.wav,134444,ألعب التنس كل يوم
common_voice_ar_19375923.wav,117548,أساء الملك استخدام سلطته
common_voice_ar_19375924.wav,113708,انتبه هناك شاحنة قادمة
common_voice_ar_19375925.wav,115244,لقد خالفت القانون
common_voice_ar_19204864.wav,73004,سأدفع أنا
common_voice_ar_19204866.wav,136748,يتحدث توم اليابانية بطلاقة
common_voice_ar_19204865.wav,94508,هل تمزحُ معي ؟
common_voice_ar_19204867.wav,125228,الساعة مثبتة فوق الحائط
common_voice_ar_19204868.wav,122924,كم عمرك ؟   ستة عشر عاماً
common_voice_ar_19204869.wav,103724,أنا شاكر لمساعدتك لي
common_voice_ar_19204870.wav,111404,طاب مساؤك أحلام سعيدة
common_voice_ar_19204871.wav,75308,مشى إلى البيت
common_voice_ar_19204872.wav,98348,هل تحتاج لمساعدة ؟
common_voice_ar_19204878.wav,103724,لم تقصد أن تؤذي أحداً بكلامها
common_voice_ar_19204877.wav,103724,رحل جون إلى فرنسا البارحة
common_voice_ar_19204881.wav,75308,سني يؤلمني
common_voice_ar_19090097.wav,218156,السرير الذي نمت عليه بالأمس لم يكن مريحاً
common_voice_ar_19090098.wav,215852,يعزف على البيانو بشكل جيد جداً
common_voice_ar_19090099.wav,122156,ذهبت أيضاً
common_voice_ar_19090160.wav,205868,أسرع و إلا فاتتك الطائرة
common_voice_ar_19090100.wav,202796,يبدو أن السيد تناكا اجتاز الإمتحان
common_voice_ar_19090163.wav,141356,إحدى الحقائب فارغة تماماً
common_voice_ar_19090164.wav,140588,هو أخو تارو الأكبر
common_voice_ar_19090165.wav,155948,نحن نأكل لنعيش ، لا نعيش لنأكل
common_voice_ar_19090171.wav,172076,امتلأ قلبي بالسعادة
common_voice_ar_19090173.wav,136748,لا أتكلم الألمانية
common_voice_ar_19090172.wav,158252,اسمح لي أن أقيس ضغط دمك
common_voice_ar_19090175.wav,97580,اِنتبه
common_voice_ar_19090174.wav,135212,إنه يوافقني الرأي
common_voice_ar_19375896.wav,117548,مساء الخير
common_voice_ar_19224861.wav,259628,سأترك القرار لك
common_voice_ar_19224862.wav,188204,الصين غنية بالموارد الطبيعية
common_voice_ar_19224863.wav,172844,إنها تتحدث أكثر من اللازم
common_voice_ar_19224865.wav,136748,رن الهاتف تكراراً
common_voice_ar_19224886.wav,111404,سأقرأ كتاباً
common_voice_ar_19375912.wav,203564,كل هؤلاء ضد ، يقول ناي
common_voice_ar_19224887.wav,163628,لا أنا آسف ، عليّ العودة مبكراً
common_voice_ar_19224911.wav,122924,حاولت أن أغير الموضوع
common_voice_ar_19224888.wav,149804,عرّفني بأختها
common_voice_ar_19224889.wav,148268,القطط حيوانات نظيفة جداً
common_voice_ar_19224913.wav,130604,لم يكن ذلك قصدي
common_voice_ar_19224912.wav,171308,جميع أصحابي يحبون كرة القدم
common_voice_ar_19224914.wav,230444,الأرض ، المريخ ، و المشتري كلهم كواكب
common_voice_ar_19224915.wav,144428,الأفضل أن تذهب بالحافلة
common_voice_ar_19259855.wav,113708,أعد الكتاب إلى صاحبه
common_voice_ar_19259854.wav,98348,لا أستطيع رؤية شيء
common_voice_ar_19259856.wav,109868,احتاج المزيد من الوقت
common_voice_ar_19259857.wav,134444,عشت هنا قرابة الستين عاماً
common_voice_ar_19259858.wav,121388,أود أن أراها
common_voice_ar_19259860.wav,112940,ماذا تحب ؟
common_voice_ar_19259859.wav,202796,اجلس في أي مكان تحب
common_voice_ar_19259863.wav,128300,أعطني فرصةً أخرى
common_voice_ar_19259862.wav,127532,لا تعتمد على الآخرين كثيراً
common_voice_ar_19259861.wav,106796,حل الربيع
common_voice_ar_19274826.wav,122924,لم يشجّعها أحد
common_voice_ar_19274824.wav,137516,طلينا المنزل باللون الأخضر
common_voice_ar_19274821.wav,171308,لم تر طبيباً ؟
common_voice_ar_19233796.wav,88364,تعال هنا
common_voice_ar_19274825.wav,158252,لا يستطيع أحدٌ مساعدتي
common_voice_ar_19233797.wav,142124,عليك أن تؤدي واجباتك حالاً
common_voice_ar_19233798.wav,79148,رفضت المال
common_voice_ar_19233861.wav,163628,هل هذا هو الحب ؟
common_voice_ar_19233799.wav,109868,التدخين عادة سيئة
common_voice_ar_19233800.wav,153644,كان من الغباء مني أن أقترف خطأً كهذا
common_voice_ar_19233867.wav,115244,هناك وحش تحت سريري
common_voice_ar_19233864.wav,107564,ألم نلتقي مسبقاً ؟
common_voice_ar_19233862.wav,109868,هذا زميلي بالمحاضرة
common_voice_ar_19233870.wav,130604,إنك جميلة جداً
common_voice_ar_19233877.wav,92204,لدي صداع في رأسي
common_voice_ar_19233876.wav,109868,لدي ثلاث أولاد خالة
common_voice_ar_19233878.wav,111404,بصراحة لا أوافقك الرأي
common_voice_ar_19233880.wav,184364,توقف جاك فجأة عن الكلام عندما دخلت ماري إلى الغرفة
common_voice_ar_19233879.wav,130604,لا بد أن آندي تدرب كثيراً
common_voice_ar_19206423.wav,172844,أعطني شيئاً لأكتب عليه
common_voice_ar_19206425.wav,197420,هل يمكنك إعارتي قاموسك ؟
common_voice_ar_19206424.wav,197420,أخذ أخته معه
common_voice_ar_19206426.wav,193580,أوشكت على البكاء
common_voice_ar_19206428.wav,264236,لسببٍ ما ، المايكروفون لم يعمل سابقًا
common_voice_ar_19206429.wav,225836,لا أقدر أن أسامحه على ما فعل
common_voice_ar_19206432.wav,198956,كلمة أخرى للكوسة هي الكوسة
common_voice_ar_19206431.wav,274988,ولرب نازلة يضيق لها الفتى ذرعا وعند الله منها المخرج
common_voice_ar_19206436.wav,142124,يمكنك الذهاب إلى أي مكان تريد
common_voice_ar_19206437.wav,99116,سأحضر
common_voice_ar_19206443.wav,152108,وصلنا إلى لندن عند منتصف الليل
common_voice_ar_19206444.wav,118316,هل لديك سيارة ؟
common_voice_ar_19206445.wav,125228,متى ستغادر ؟
common_voice_ar_19206446.wav,89900,لدي مغص
common_voice_ar_19206447.wav,85292,هل أنهيتها ؟
common_voice_ar_19204473.wav,242732,ألف جملة لكلٍ من هذه الكلمات
common_voice_ar_19204474.wav,164396,هل ستحضر حفلة الليلة ؟
common_voice_ar_19204476.wav,119084,بعد أن نمنا
common_voice_ar_19204475.wav,147500,التلوث يضر كوكبنا
common_voice_ar_19204523.wav,154412,هذه السيارة أكبر من تلك
common_voice_ar_19204524.wav,116012,ماذا تعني ؟
common_voice_ar_19204525.wav,203564,كلا الطالبين لم ينجحا الإختبار
common_voice_ar_19204544.wav,100652,أبي طبيب
common_voice_ar_19204546.wav,120620,أنت في حال أفضل من حالي
common_voice_ar_19245973.wav,128300,لم أعرف أنها مريضة
common_voice_ar_19204547.wav,175148,احترقت المنازل واحدة تلو الأخرى
common_voice_ar_19245974.wav,171308,سوق الأسهم يشهد نشاطاً زائداً
common_voice_ar_19245975.wav,155948,اعتقدت أنني طبيب
common_voice_ar_19245976.wav,175148,لمَ أنت متعبٌ اليوم ؟
